GlobalId,Category,cost
321qo6Jt58aRGW1V_sawAk,IFCFURNITURE,480
321qo6Jt58aRGW1V_sawBQ,IFCBUILDINGELEMENTPROXY,4.31
321qo6Jt58aRGW1V_sawCJ,IFCBUILDINGELEMENTPROXY,0.93
321qo6Jt58aRGW1V_sawCS,IFCBUILDINGELEMENTPROXY,16.02
321qo6Jt58aRGW1V_sawCz,IFCWALL,46.77
321qo6Jt58aRGW1V_sawCg,IFCFURNITURE,480
321qo6Jt58aRGW1V_sawDM,IFCBUILDINGELEMENTPROXY,0.69
321qo6Jt58aRGW1V_sawD9,IFCWALL,34.13
321qo6Jt58aRGW1V_sawO2,IFCDOOR,1513.13
1sqRaCGxn09vsPk5LktLAI,IFCWALL,29.48
1sqRaCGxn09vsPk5LktLJ5,IFCWALL,30.16
2gDGg7MA90nQHvffsvVo2P,IFCWINDOW,2707.41
2DrlDkmyDFLerHNnIG0pt5,IFCWINDOW,2707.41
2DrlDkmyDFLerHNnIG0pVx,IFCFURNITURE,480
2DrlDkmyDFLerHNnIG0pI7,IFCWALL,30.47
2DrlDkmyDFLerHNnIG0pBq,IFCDOOR,1513.13
31rKK5OS94d9cPXIYeNUQ7,IFCDOOR,1849.63
3k0mOVrxHEQhEN_aJoHy_D,IFCWALL,135.71
3xbSKSbm992xp_6Cq9s$3Q,IFCBUILDINGELEMENTPROXY,11.54
0U4XQxUbT6Kgsr80BN4mQn,IFCWALL,281.57
0U4XQxUbT6Kgsr80BN4mQm,IFCWALL,34.13
0U4XQxUbT6Kgsr80BN4mqJ,IFCBUILDINGELEMENTPROXY,16.02
0U4XQxUbT6Kgsr80BN4mr_,IFCWALL,259.19
04b3cqL6T7nASkHPv$nog9,IFCBUILDINGELEMENTPROXY,1.15
04b3cqL6T7nASkHPv$nogT,IFCBUILDINGELEMENTPROXY,0.13
04b3cqL6T7nASkHPv$nogd,IFCBUILDINGELEMENTPROXY,1.15
04b3cqL6T7nASkHPv$noge,IFCWALL,4304.41
04b3cqL6T7nASkHPv$nogz,IFCWALL,237.04
2HJPHz$LL92Ori_VKXvnBI,IFCBUILDINGELEMENTPROXY,0.08
2BVeQ1SqP5AhTNOyGjrJYT,IFCBUILDINGELEMENTPROXY,3.77
2BVeQ1SqP5AhTNOyGjrJYR,IFCWALL,36.51
0miuAs27j0Uv$d9Nf9LTfK,IFCBUILDINGELEMENTPROXY,3890.58
3Ff9G3z7n2P9bWgey4$We3,IFCWALL,151.34
3Ff9G3z7n2P9bWgey4$WiP,IFCDOOR,1457.23
0J0FBtEb5BPAoy2Q8c1ZIC,IFCFURNITURE,480
0J0FBtEb5BPAoy2Q8c1ZDj,IFCFURNITURE,480
0J0FBtEb5BPAoy2Q8c1Z6Q,IFCWINDOW,3566.86
1YueUxVJH8SwhLiH$TP6t9,IFCWALL,143.18
1YueUxVJH8SwhLiH$TP6lG,IFCWALL,82.39
1do79UPsT5QgT3kMg0ohrj,IFCFURNITURE,480
1do79UPsT5QgT3kMg0ohol,IFCBUILDINGELEMENTPROXY,34.01
1do79UPsT5QgT3kMg0ohom,IFCBUILDINGELEMENTPROXY,16.02
1do79UPsT5QgT3kMg0ohuj,IFCWALL,349.66
3x08GjNxXAUwp6Nup35knu,IFCFURNITURE,480
2XHYIYzAHChPcvcG26L_7o,IFCFURNITURE,480
2XHYIYzAHChPcvcG26L_xP,IFCWALL,128.53
2Ytno7yd91dQAhhP73Exwr,IFCBUILDINGELEMENTPROXY,34.01
3eqETIWmT5yuBevKr2Xx3$,IFCWALL,125.98
2_V46gFRv1gwDUl815brI7,IFCWALL,119.67
1osuz$c1TCrANt0okqklig,IFCWALL,156.03
1osuz$c1TCrANt0okqklo3,IFCWALL,127.38
0dqh5oTcz4aP$fn7IYtJUf,IFCCOLUMN,1956.11
3VCA17cZnE4hOgUPEreCfE,IFCSLAB,10.7
3hp0n4A8TDgA1zjPqpQNU3,IFCSLAB,12.85
2j9OZGnbLExvPQRPWwI1Vg,IFCWALL,320.02
3RKbg7mVv5KOhSWj4h$MQ$,IFCCURTAINWALL,10356.02
3RKbg7mVv5KOhSWj4h$MQL,IFCMEMBER,72.94
02a5zYLwD3j9mC$YV6woGu,IFCMEMBER,39.19
2uA1QuTrD56OjKrY65ZNTl,IFCBUILDINGELEMENTPROXY,0.08
2uA1QuTrD56OjKrY65ZN2d,IFCBUILDINGELEMENTPROXY,1.46
2N7xfFaC50whzFTIT6WTsN,IFCWALL,566.11
2Nacuo19H4IAx5s3kv9C0E,IFCBUILDINGELEMENTPROXY,0.07
0fb8ht1cj4oRHWJZerVZJi,IFCPLATE,15.03
1zaxyAqU13Vwe7hlENZDq0,IFCBUILDINGELEMENTPROXY,400
3scyhg1aT4f8EoxA1HN_ZY,IFCRAILING,620
1NGzS61N_RGh1fER_9uIRG,IFCSTAIR,4200
02lo9sjvz8BucIIDWsvK_G,IFCMEMBER,350
1dKu5zsdHE_A8Pn$Aaqex3,IFCBUILDINGELEMENTPROXY,400
37O9F6zDH7NuO6lYxEN7f0,IFCBUILDINGELEMENTPROXY,400
31rKK5OS94d9cPXIYeNUTB,IFCMEMBER,350
37O9F6zDH7NuO6lYxEN7g1,IFCBUILDINGELEMENTPROXY,400
0xFNQ8PGTBT9zQcWRoy5DQ,IFCRAILING,620
2MGIpRi0XEXwECOTNgozfF,IFCSLAB,1200
0XBFHnQe93rRA990qV0P00,IFCSLAB,1200
0yWZ5pCYf0h8ACXcZFmkZ2,IFCMEMBER,350
0p_ez7$kb1fQ0sr1Uds03g,IFCMEMBER,350
34lqDYnzHB3wmZslDJwl1h,IFCBUILDINGELEMENTPROXY,400
3IP1NcR8H1yQoZHEVfIrrN,IFCBUILDINGELEMENTPROXY,400
2MGIpRi0XEXwECOTNgozgq,IFCSTAIR,4200
2Qub3vESL3gAodKa8iqiN0,IFCSTAIR,4200
3Bxp5ghKvCwvJzWj51IswE,IFCBUILDINGELEMENTPROXY,400
3IP1NcR8H1yQoZHEVfIro3,IFCBUILDINGELEMENTPROXY,400
3Pa9TWKvP7U8BPMR24iKbk,IFCBUILDINGELEMENTPROXY,400
2MGIpRi0XEXwECOTNgoztx,IFCRAILING,620
11qQrX$zDAqxSsCbLSxN2y,IFCBUILDINGELEMENTPROXY,400
0yWZ5pCYf0h8ACXcZFmkhP,IFCRAILING,620
2__hsBvi93GQDW6bhfR1UU,IFCRAILING,620
2MGIpRi0XEXwECOTNgozgm,IFCMEMBER,350
1zaxyAqU13Vwe7hlENZDmH,IFCBUILDINGELEMENTPROXY,400
3IP1NcR8H1yQoZHEVfIrqd,IFCBUILDINGELEMENTPROXY,400
0xFNQ8PGTBT9zQcWRoy59W,IFCRAILING,620
2I7Auyk8bCgAfwQpXOR$9w,IFCBUILDINGELEMENTPROXY,400
3IP1NcR8H1yQoZHEVfIrM9,IFCBUILDINGELEMENTPROXY,400
22T8RHjlP7sPxAvJUQWvsq,IFCBUILDINGELEMENTPROXY,400
3NdzuXE2H1uQALH6Qlqt$B,IFCBUILDINGELEMENTPROXY,400
2rxIJoCKz1uRo5QAkJ6WIL,IFCBUILDINGELEMENTPROXY,400
3fIyBYh7fB78nAzlrPVUqa,IFCBUILDINGELEMENTPROXY,400
2Mrobxeq1B$fFXXodQxPd$,IFCBUILDINGELEMENTPROXY,400
2LDPNirxb6Uv4e97Wb9a_T,IFCBUILDINGELEMENTPROXY,400
2pj1md3xH86x$$GzhW8nHW,IFCBUILDINGELEMENTPROXY,400
2MGIpRi0XEXwECOTNgozic,IFCRAILING,620
198A6fkYNqwjtAp7eTLUMi,IFCRAILING,620
0d_HunAzzAPg4$RxtR7pej,IFCRAILING,620
0O5ZCyMCrCOQ6uiL7qfhZX,IFCRAILING,620
2LDPNirxb6Uv4e97Wb9adJ,IFCBUILDINGELEMENTPROXY,400
1zaxyAqU13Vwe7hlENZC9C,IFCBUILDINGELEMENTPROXY,400
22T8RHjlP7sPxAvJUQWvss,IFCBUILDINGELEMENTPROXY,400
31rKK5OS94d9cPXIYeNUTD,IFCMEMBER,350
3Bxp5ghKvCwvJzWj51IsyH,IFCBUILDINGELEMENTPROXY,400
37O9F6zDH7NuO6lYxEN7hb,IFCBUILDINGELEMENTPROXY,400
0QT0LG8v1CFuxBgCmuWg3R,IFCBUILDINGELEMENTPROXY,400
11qQrX$zDAqxSsCbLSxN8Z,IFCBUILDINGELEMENTPROXY,400
1nMwdyzlT4AuQ_X$HWZFAj,IFCRAILING,620
112$d87LbAS80iXUHBv_qI,IFCRAILING,620
3LZOmf0A98PeT3v$HqSMrM,IFCMEMBER,350
31rKK5OS94d9cPXIYeNUed,IFCMEMBER,350
3Pa9TWKvP7U8BPMR24iKbj,IFCBUILDINGELEMENTPROXY,400
1pajSausftQCGb5pSlZ47D,IFCRAILING,620
1avhRfmw91wxWQrhU4W25i,IFCRAILING,620
07wyILAHGkxksVamiX9eHx,IFCMEMBER,350
02_CiyN659neOqt2G8OlzY,IFCMEMBER,350
37GMdP0mL40uWnJbTv8v8k,IFCBUILDINGELEMENTPROXY,400
3scyhg1aT4f8EoxA1HN$L$,IFCMEMBER,350
11qQrX$zDAqxSsCbLSxMjR,IFCBUILDINGELEMENTPROXY,400
1XeopoEmL4fQChMRbpTcBW,IFCCOVERING,1089.8
2jRUK7Mkb6Ue8A9OvpTGPE,IFCLIGHTFIXTURE,210
379n97ggH7Bxgna2953$CF,IFCLIGHTFIXTURE,210
2Wk83bCBP5xxmQhRC_$kXr,IFCCOVERING,231
29L_DeI4f1hfP6ODuq8dxx,IFCLIGHTFIXTURE,210
1ynIJTp3j41BnCd95bH$$o,IFCLIGHTFIXTURE,210
2i1ro43jr7TeCTnrJrjJ$A,IFCLIGHTFIXTURE,210
06fTk68cnA6vD9GRSabm7i,IFCLIGHTFIXTURE,210
06fTk68cnA6vD9GRSabm52,IFCLIGHTFIXTURE,210
2iprjJO5DFPPFZufOJpojL,IFCWALL,5.99
2Fie0ty599fxnsmWh4VkcB,IFCMEMBER,54.69
2Dmljw8uHCLBZQQu9H5f0S,IFCMEMBER,13.86
2Dmljw8uHCLBZQQu9H5f0O,IFCMEMBER,33.04
2Dmljw8uHCLBZQQu9H5fB6,IFCMEMBER,36.08
2Dmljw8uHCLBZQQu9H5fBv,IFCMEMBER,232.04
2Dmljw8uHCLBZQQu9H5fBu,IFCMEMBER,21.27
2Dmljw8uHCLBZQQu9H5f88,IFCMEMBER,21.27
2Dmljw8uHCLBZQQu9H5f9s,IFCPLATE,8.59
2Dmljw8uHCLBZQQu9H5f95,IFCMEMBER,114.12
2Dmljw8uHCLBZQQu9H5f8f,IFCMEMBER,52.86
2Dmljw8uHCLBZQQu9H5f9x,IFCPLATE,21.75
2Dmljw8uHCLBZQQu9H5f9N,IFCMEMBER,57.67
2Dmljw8uHCLBZQQu9H5fME,IFCMEMBER,36.46
2Dmljw8uHCLBZQQu9H5fMx,IFCMEMBER,54.69
2Dmljw8uHCLBZQQu9H5fNz,IFCMEMBER,19.75
2Dmljw8uHCLBZQQu9H5fKS,IFCMEMBER,24.69
2Dmljw8uHCLBZQQu9H5fMY,IFCPLATE,144.24
2Dmljw8uHCLBZQQu9H5fM9,IFCMEMBER,36.46
2Dmljw8uHCLBZQQu9H5fNT,IFCMEMBER,109.37
3WJfQUHe1A3x25MI_xeXnx,IFCLIGHTFIXTURE,210
3WJfQUHe1A3x25MI_xeWYP,IFCLIGHTFIXTURE,210
3WJfQUHe1A3x25MI_xeWYH,IFCLIGHTFIXTURE,210
3o5gkqdY9E6A2F1wtqtPL1,IFCLIGHTFIXTURE,210
1JU62QTXfD2RUOVIJGrI3B,IFCDOOR,2127.02
21U07TPLv4F9zfrV5Eunjy,IFCPLATE,282.04
21U07TPLv4F9zfrV5Euni0,IFCMEMBER,86.59
21U07TPLv4F9zfrV5Eunj9,IFCMEMBER,86.59
21U07TPLv4F9zfrV5EunoW,IFCMEMBER,86.9
0m3ylIKyvFIf90OJWdRds0,IFCFURNITURE,480
0m3ylIKyvFIf90OJWdRds3,IFCFURNITURE,480
0m3ylIKyvFIf90OJWdRdsD,IFCFURNITURE,480
0m3ylIKyvFIf90OJWdRdsE,IFCFURNITURE,480
0m3ylIKyvFIf90OJWdRdsI,IFCFURNITURE,480
0m3ylIKyvFIf90OJWdRdt4,IFCFURNITURE,480
0m3ylIKyvFIf90OJWdRdtK,IFCFURNITURE,480
0m3ylIKyvFIf90OJWdRdvH,IFCCOVERING,1794.54
0d_HunAzzAPg4$RxtR7pll,IFCSLAB,42.22
0d_HunAzzAPg4$RxtR7pfC,IFCBUILDINGELEMENTPROXY,0.27
0d_HunAzzAPg4$RxtR7pfk,IFCBUILDINGELEMENTPROXY,1.52
2F3zBK1BH8DBfhr$IH1Oba,IFCBUILDINGELEMENTPROXY,0.05
2F3zBK1BH8DBfhr$IH1Obx,IFCBUILDINGELEMENTPROXY,1.1
2F3zBK1BH8DBfhr$IH1OY1,IFCBUILDINGELEMENTPROXY,0.05
2F3zBK1BH8DBfhr$IH1OYT,IFCBUILDINGELEMENTPROXY,0.05
2F3zBK1BH8DBfhr$IH1OYv,IFCBUILDINGELEMENTPROXY,0.05
2F3zBK1BH8DBfhr$IH1OYt,IFCBUILDINGELEMENTPROXY,1.1
37O9F6zDH7NuO6lYxEN7eA,IFCLIGHTFIXTURE,210
30zSZjFxH19R7IhI893ras,IFCLIGHTFIXTURE,210
30zSZjFxH19R7IhI893raq,IFCLIGHTFIXTURE,210
30zSZjFxH19R7IhI893rgW,IFCLIGHTFIXTURE,210
30zSZjFxH19R7IhI893q03,IFCSLAB,206.13
2Dmljw8uHCLBZQQu9H5fN5,IFCMEMBER,120.2
1HuOQ2xWrE6xc43TABXjmI,IFCCOVERING,134.19
2hwXS543X12wPSDjg9UwTz,IFCLIGHTFIXTURE,210
3VPu6Q9HP8$RPQyOwZd3k7,IFCWALL,35.39
1sXdHX7zj82gQ8fyf1aZNO,IFCBUILDINGELEMENTPROXY,0.32
2MAHRuCXP51wFXs0k0D8sR,IFCPLATE,88.26
2MAHRuCXP51wFXs0k0D8sI,IFCMEMBER,51.27
2F3zBK1BH8DBfhr$IH1ObG,IFCBUILDINGELEMENTPROXY,0.05
0uSJAgBT1ABOFjSdJfHCPc,IFCBUILDINGELEMENTPROXY,0.05
0usV6tDDnFohq5PghQ5D2i,IFCBUILDINGELEMENTPROXY,1.12
0usV6tDDnFohq5PghQ5D2t,IFCBUILDINGELEMENTPROXY,1.12
3oWRtKgGH6quoh0HBRWZHj,IFCBUILDINGELEMENTPROXY,66.54
2xT4x5lXnBNxcZ5QZbxhPR,IFCWALL,0.28
34lqDYnzHB3wmZslDJweog,IFCWALL,1.84
34lqDYnzHB3wmZslDJwlE6,IFCWALL,1.06
359zRRFDT1vRiwFSrqNWKH,IFCLIGHTFIXTURE,210
359zRRFDT1vRiwFSrqNWU1,IFCLIGHTFIXTURE,210
0l1uiLxhf6Sh$CRbsdNP_p,IFCWALL,25.73
0LC$9$2dX7$gor7712GhJd,IFCWALL,156.89
0LC$9$2dX7$gor7712Gh53,IFCWALL,148.06
1dKu5zsdHE_A8Pn$AaqhXK,IFCBUILDINGELEMENTPROXY,0.26
1dKu5zsdHE_A8Pn$Aaqea4,IFCWALL,30.84
2IwkQqPBv4gBrbpLyAWDZO,IFCSLAB,990.67
3TrHpcVaX469YScxaCLoEW,IFCCOLUMN,206.47
1T5Wcb3F14If4LK98pJeHX,IFCWALL,84.8
0j49MZvDrAEu6uW6jnTM$0,IFCCOVERING,602.15
0j49MZvDrAEu6uW6jnTML4,IFCLIGHTFIXTURE,210
10$nTTYwHDYQgso2$xPFfL,IFCWALL,113.68
2I7Auyk8bCgAfwQpXOR$Ft,IFCLIGHTFIXTURE,210
2I7Auyk8bCgAfwQpXORyuP,IFCBUILDINGELEMENTPROXY,0.23
3IP1NcR8H1yQoZHEVfIrqY,IFCSLAB,232.57
37O9F6zDH7NuO6lYxEN7ga,IFCSLAB,230.58
37O9F6zDH7NuO6lYxEN7ft,IFCCOVERING,748.95
37O9F6zDH7NuO6lYxEN7fp,IFCWALL,24.93
3Pa9TWKvP7U8BPMR24iKbX,IFCWALL,25.25
2VbmknNWH5ueGyA7dIdxEC,IFCSLAB,42.22
112$d87LbAS80iXUHBv_AO,IFCWALL,4.49
3gHLBFe$DAO9PncuBtcZHP,IFCROOF,799.61
2iDLhta$L81R2nr_beeP_D,IFCSLAB,139.7
1df_AX8lj42QG_5UAC4g4m,IFCSLAB,947.84
12JTQ6iwH4lREbrYK8lL$Z,IFCSLAB,2050.75
1tz8JBV5H7GO6C798OW8aM,IFCWALL,15.61
3DXKBuZLPBzw30xfYN9uvr,IFCWALL,68.42
1_sv95voL5Pv5rmkwkZvLv,IFCCOLUMN,175.78
1_sv95voL5Pv5rmkwkZvLb,IFCCOLUMN,425.23
3vN2Fl6Az8C9cBZizN$HPj,IFCBUILDINGELEMENTPROXY,8.32
3vN2Fl6Az8C9cBZizN$HQG,IFCBUILDINGELEMENTPROXY,7.11
3vN2Fl6Az8C9cBZizN$HQO,IFCWALL,4.93
22T8RHjlP7sPxAvJUQWvZZ,IFCWALL,52.11
3NdzuXE2H1uQALH6Qlqtl2,IFCLIGHTFIXTURE,210
3WfYW5FlP7QuyLJ0RKDFi2,IFCWALL,117.82
3WfYW5FlP7QuyLJ0RKDFgD,IFCWALL,119.06
0q9es9kCD4oOj_kMIudRSz,IFCPLATE,44.24
0q9es9kCD4oOj_kMIudRSq,IFCPLATE,44.24
00OcTh2YnDIRjBe1O3sIXV,IFCPLATE,44.24
0q9es9kCD4oOj_kMIudRTq,IFCMEMBER,72.92
0q9es9kCD4oOj_kMIudRTY,IFCMEMBER,15.95
0q9es9kCD4oOj_kMIudRTb,IFCMEMBER,69.12
0q9es9kCD4oOj_kMIudRT2,IFCMEMBER,72.92
0q9es9kCD4oOj_kMIudRSh,IFCMEMBER,15.95
0q9es9kCD4oOj_kMIudRSZ,IFCMEMBER,72.92
00OcTh2YnDIRjBe1O3sIZZ,IFCMEMBER,15.95
2ch6GiTYr6ofWwBJULtRUq,IFCPLATE,6.02
2ch6GiTYr6ofWwBJULtROh,IFCMEMBER,21.65
2ch6GiTYr6ofWwBJULtROM,IFCMEMBER,72.92
2ch6GiTYr6ofWwBJULtROO,IFCMEMBER,69.12
2ch6GiTYr6ofWwBJULtRO5,IFCMEMBER,70.73
2ch6GiTYr6ofWwBJULtRO4,IFCMEMBER,72.92
2ch6GiTYr6ofWwBJULtRRI,IFCMEMBER,21.65
343IftMCP4UOCLPJnm95Bx,IFCWALL,1076.23
343IftMCP4UOCLPJnm954j,IFCMEMBER,15.95
343IftMCP4UOCLPJnm9546,IFCMEMBER,15.95
343IftMCP4UOCLPJnm954E,IFCMEMBER,72.92
343IftMCP4UOCLPJnmEwxc,IFCMEMBER,72.92
343IftMCP4UOCLPJnmEwxY,IFCMEMBER,72.92
343IftMCP4UOCLPJnmEwxk,IFCMEMBER,72.92
343IftMCP4UOCLPJnmEwxj,IFCMEMBER,72.92
343IftMCP4UOCLPJnmEwxo,IFCMEMBER,15.95
343IftMCP4UOCLPJnmEwxy,IFCMEMBER,15.95
04b3cqL6T7nASkHPv$no5g,IFCWALL,69.07
04b3cqL6T7nASkHPv$no5j,IFCBUILDINGELEMENTPROXY,1.15
04b3cqL6T7nASkHPv$no4Q,IFCPLATE,104.17
04b3cqL6T7nASkHPv$no4V,IFCMEMBER,58.49
04b3cqL6T7nASkHPv$noxh,IFCWALL,86.47
04b3cqL6T7nASkHPv$nowW,IFCPLATE,133.7
04b3cqL6T7nASkHPv$nowl,IFCMEMBER,2.37
04b3cqL6T7nASkHPv$now_,IFCMEMBER,2.31
04b3cqL6T7nASkHPv$novI,IFCMEMBER,1.67
04b3cqL6T7nASkHPv$novQ,IFCMEMBER,4.68
04b3cqL6T7nASkHPv$nou8,IFCMEMBER,4.68
04b3cqL6T7nASkHPv$nouE,IFCMEMBER,2.31
1yjzQ_fH5D2ulNYAuuyBaZ,IFCMEMBER,2.4
1yjzQ_fH5D2ulNYAuuyBae,IFCMEMBER,2.31
04b3cqL6T7nASkHPv$no$8,IFCPLATE,133.7
04b3cqL6T7nASkHPv$noux,IFCMEMBER,2.4
04b3cqL6T7nASkHPv$no_I,IFCMEMBER,2.31
04b3cqL6T7nASkHPv$no_R,IFCMEMBER,1.67
04b3cqL6T7nASkHPv$no_l,IFCMEMBER,4.68
04b3cqL6T7nASkHPv$nozE,IFCMEMBER,4.68
04b3cqL6T7nASkHPv$nozM,IFCMEMBER,2.31
1yjzQ_fH5D2ulNYAuuyBb9,IFCMEMBER,51.65
04b3cqL6T7nASkHPv$noyX,IFCPLATE,133.7
04b3cqL6T7nASkHPv$noyo,IFCPLATE,133.7
04b3cqL6T7nASkHPv$nop7,IFCMEMBER,2.31
04b3cqL6T7nASkHPv$nopZ,IFCMEMBER,4.68
04b3cqL6T7nASkHPv$nopr,IFCMEMBER,4.68
1yjzQ_fH5D2ulNYAuuyBb$,IFCMEMBER,4.68
04b3cqL6T7nASkHPv$nomU,IFCCURTAINWALL,14680.11
04b3cqL6T7nASkHPv$nomi,IFCPLATE,133.7
04b3cqL6T7nASkHPv$nomq,IFCMEMBER,2.31
04b3cqL6T7nASkHPv$nomu,IFCMEMBER,2.31
04b3cqL6T7nASkHPv$not4,IFCMEMBER,4.68
04b3cqL6T7nASkHPv$notG,IFCMEMBER,2.17
0swtehvpv5Xh4hPQqBXFXv,IFCMEMBER,4.68
04b3cqL6T7nASkHPv$notY,IFCBUILDINGELEMENTPROXY,1.15
04b3cqL6T7nASkHPv$nos1,IFCMEMBER,2.31
04b3cqL6T7nASkHPv$nos6,IFCMEMBER,0.94
04b3cqL6T7nASkHPv$nos8,IFCMEMBER,4.68
04b3cqL6T7nASkHPv$nor1,IFCBUILDINGELEMENTPROXY,0.13
04b3cqL6T7nASkHPv$norB,IFCBUILDINGELEMENTPROXY,1.15
04b3cqL6T7nASkHPv$norP,IFCPLATE,92.59
04b3cqL6T7nASkHPv$noqT,IFCWALL,3106.68
04b3cqL6T7nASkHPv$noqj,IFCPLATE,26.39
04b3cqL6T7nASkHPv$noh6,IFCMEMBER,2.43
0l1N2UgEH9ygmysH$kBE$1,IFCCOLUMN,628.83
2NVDfmr3r0pwm4jNoJqPmQ,IFCBUILDINGELEMENTPROXY,6.41
0XunQJuDrCywXJ370JITEC,IFCFURNITURE,480
0XunQJuDrCywXJ370JIT6b,IFCFURNITURE,480
22Gx_RTqTArPWCEi3QY9bv,IFCWALL,94.45
1dQuNrVRX7Z8lBw2sv8jsC,IFCLIGHTFIXTURE,210
24UQUejir30hZbTvW6h7YA,IFCWALL,205.72
3SnOVw7ojDZ8nnFzhqldie,IFCMEMBER,42.91
3SnOVw7ojDZ8nnFzhqldij,IFCMEMBER,56.71
3SnOVw7ojDZ8nnFzhqldi_,IFCMEMBER,54.1
3SnOVw7ojDZ8nnFzhqldes,IFCMEMBER,43.12
3SnOVw7ojDZ8nnFzhqlder,IFCMEMBER,25.44
3SnOVw7ojDZ8nnFzhqldxo,IFCMEMBER,24.31
3SnOVw7ojDZ8nnFzhqldGv,IFCMEMBER,28.86
3SnOVw7ojDZ8nnFzhqlcip,IFCMEMBER,20.7
2BByksCr15Dg4KZP6dXlgy,IFCWALL,4354.51
1hbrug3lrBQg4H$5a6sWhB,IFCSLAB,2.91
1PXhyobVjFBBmnnrKsD41l,IFCBUILDINGELEMENTPROXY,16.97
3MtS$kY6L9TutOnr8iopUC,IFCSLAB,205.19
1nMwdyzlT4AuQ_X$HWZCkg,IFCWALL,793.68
15yYit$qr3jes0JF4Uq15Z,IFCWALL,3755.95
0s9hxL8vH4AQpm7LXCLP3R,IFCFURNITURE,480
15xKUPqIHAl8uhdIa8aC1X,IFCWALL,5399.8
15xKUPqIHAl8uhdIa8aDk$,IFCWALL,286.47
15xKUPqIHAl8uhdIa8aD55,IFCWALL,889.95
15xKUPqIHAl8uhdIa8aD0K,IFCWALL,993.89
1Un9ptyoX1vey29ZkM5Ab8,IFCBUILDINGELEMENTPROXY,0.19
1Un9ptyoX1vey29ZkM5AbB,IFCBUILDINGELEMENTPROXY,0.19
1Un9ptyoX1vey29ZkM5AZ0,IFCBUILDINGELEMENTPROXY,0.19
1Un9ptyoX1vey29ZkM5A_n,IFCBUILDINGELEMENTPROXY,0.19
0nH$5MkGj3a9cdFf5Hm4ny,IFCDOOR,1849.63
0K0FV0u6b9L9sDGL7lHFsP,IFCWALL,1905.7
0K0FV0u6b9L9sDGL7lHD0O,IFCBUILDINGELEMENTPROXY,34.01
0K0FV0u6b9L9sDGL7lH9SX,IFCBUILDINGELEMENTPROXY,63.35
0K0FV0u6b9L9sDGL7lH9vz,IFCBUILDINGELEMENTPROXY,4.31
28fEL2KJH3nefH9oQJhuQ9,IFCWALL,31.69
28fEL2KJH3nefH9oQJhuS9,IFCFURNITURE,480
321qo6Jt58aRGW1V_saw2E,IFCWALL,31.69
321qo6Jt58aRGW1V_sawAL,IFCFURNITURE,480
321qo6Jt58aRGW1V_sawAo,IFCWALL,31.69
321qo6Jt58aRGW1V_sawDq,IFCBUILDINGELEMENTPROXY,34.01
321qo6Jt58aRGW1V_sawDd,IFCBUILDINGELEMENTPROXY,0.69
321qo6Jt58aRGW1V_sawMM,IFCDOOR,1513.13
321qo6Jt58aRGW1V_sawPp,IFCWALL,123.77
3aJHYCIlHAIBfmGnzR8c2i,IFCDOOR,1647.37
1sqRaCGxn09vsPk5LktIpr,IFCSLAB,185.38
1sqRaCGxn09vsPk5LktLOH,IFCFURNITURE,480
1sqRaCGxn09vsPk5LktLW1,IFCFURNITURE,480
3kc6SqM9H57QHDXaSHOx6R,IFCWINDOW,2707.41
2DrlDkmyDFLerHNnIG0ppU,IFCWINDOW,2707.41
2DrlDkmyDFLerHNnIG0pkq,IFCWALL,151.2
2DrlDkmyDFLerHNnIG0pXe,IFCDOOR,1768.73
2DrlDkmyDFLerHNnIG0pS7,IFCBUILDINGELEMENTPROXY,0.69
3k0mOVrxHEQhEN_aJoHypB,IFCDOOR,1768.73
3xbSKSbm992xp_6Cq9s$3V,IFCBUILDINGELEMENTPROXY,11.54
3xbSKSbm992xp_6Cq9s$30,IFCBUILDINGELEMENTPROXY,12.48
0U4XQxUbT6Kgsr80BN4mQo,IFCFURNITURE,480
0U4XQxUbT6Kgsr80BN4mnS,IFCBUILDINGELEMENTPROXY,1.11
0U4XQxUbT6Kgsr80BN4mnU,IFCBUILDINGELEMENTPROXY,16.02
0U4XQxUbT6Kgsr80BN4mnO,IFCBUILDINGELEMENTPROXY,63.35
0U4XQxUbT6Kgsr80BN4mqf,IFCFURNITURE,480
0U4XQxUbT6Kgsr80BN4mqG,IFCWALL,43.5
0U4XQxUbT6Kgsr80BN4mrk,IFCBUILDINGELEMENTPROXY,16.02
0U4XQxUbT6Kgsr80BN4mra,IFCFURNITURE,480
04b3cqL6T7nASkHPv$nohk,IFCMEMBER,4.68
0swtehvpv5Xh4hPQqBXFYB,IFCMEMBER,2.4
04b3cqL6T7nASkHPv$nog3,IFCBUILDINGELEMENTPROXY,0.82
04b3cqL6T7nASkHPv$nogG,IFCWALL,1231.19
04b3cqL6T7nASkHPv$nogq,IFCBUILDINGELEMENTPROXY,0.82
04b3cqL6T7nASkHPv$nofI,IFCWALL,106.61
2BVeQ1SqP5AhTNOyGjrJYJ,IFCBUILDINGELEMENTPROXY,12.17
2BVeQ1SqP5AhTNOyGjrJY_,IFCBUILDINGELEMENTPROXY,3.51
3Ff9G3z7n2P9bWgey4$WZS,IFCDOOR,1457.23
3Ff9G3z7n2P9bWgey4$WnG,IFCBUILDINGELEMENTPROXY,1.75
0J0FBtEb5BPAoy2Q8c1ZEX,IFCFURNITURE,480
