GlobalId,EntityId,IfcType,Name,Storey,StoreyEntityId,Category,EmbodiedCarbon_A1A3_kgCO2e,EmbodiedCarbon_A1A5_kgCO2e,OperationalCarbon_kgCO2e_per_year,EnergyUseIntensity_kWh_per_m2_year,ScenarioName,AnalysisRunId
1s1jVhK8z0pgKYcr9jt7AB,21929,IFCDOOR,M_Single-Glass 1:0813 x 2420mm:0813 x 2420mm:171975,Level 1,39,Other,68.5,76.7,131.7,33.6,Baseline,run-2026-09-17-01
1l0GAJtRTFv8$zmKJOH4$e,21980,IFCWINDOW,M_Fixed:2800mm x 2410mm:2800mm x 2410mm:180318,Level 2,43,Window,152.7,171.0,56.7,33.9,Baseline,run-2026-09-17-01
1l0GAJtRTFv8$zmKJOH4u1,22032,IFCWINDOW,M_Fixed:819mm x 759mm:819mm x 759mm:180663,Level 2,43,Window,116.3,130.3,39.6,28.2,Baseline,run-2026-09-17-01
1l0GAJtRTFv8$zmKJOH4qs,22084,IFCWINDOW,M_Fixed:819mm x 759mm:819mm x 759mm:180864,Level 2,43,Window,163.8,183.5,55.8,20.8,Baseline,run-2026-09-17-01
1l0GAJtRTFv8$zmKJOH4oq,22136,IFCWINDOW,M_Casement:819mm x 759mm:819mm x 759mm:180994,Level 2,43,Window,150.2,168.2,51.4,18.8,Baseline,run-2026-09-17-01
1l0GAJtRTFv8$zmKJOH4pU,22188,IFCWINDOW,M_Fixed:2800mm x 2410mm:2800mm x 2410mm:181096,Level 2,43,Window,183.7,205.7,24.7,11.5,Baseline,run-2026-09-17-01
1l0GAJtRTFv8$zmKJOH4kJ,22240,IFCWINDOW,M_Fixed:819mm x 759mm:819mm x 759mm:181285,Level 2,43,Window,179.6,201.2,54.1,29.4,Baseline,run-2026-09-17-01
1l0GAJtRTFv8$zmKJOH4gQ,22292,IFCWINDOW,M_Casement:819mm x 759mm:819mm x 759mm:181548,Level 2,43,Window,162.8,182.3,57.4,24.4,Baseline,run-2026-09-17-01
1l0GAJtRTFv8$zmKJOH4hv,22344,IFCWINDOW,M_Fixed:819mm x 759mm:819mm x 759mm:181583,Level 2,43,Window,126.7,141.9,49.2,30.8,Baseline,run-2026-09-17-01
1l0GAJtRTFv8$zmKJOH4aS,22396,IFCWINDOW,M_Fixed:750mm x 2200mm:750mm x 2200mm:181930,Level 2,43,Window,186.4,208.8,53.0,22.4,Baseline,run-2026-09-17-01
1l0GAJtRTFv8$zmKJOH4ZZ,22448,IFCWINDOW,M_Fixed:750mm x 2200mm:750mm x 2200mm:182101,Level 2,43,Window,131.0,146.7,53.0,22.4,Baseline,run-2026-09-17-01
0jf0rYHfX3RAB3bSIRjmxl,22475,IFCROOF,Basic Roof:Live Roof over Wood Joist Flat Roof:184483,Roof,51,Roof,,,251.3,73.6,Baseline,run-2026-09-17-01
3ThA22djr8AQQ9eQMA5s7I,22492,IFCSLAB,Basic Roof:Live Roof over Wood Joist Flat Roof:184483,Roof,51,Roof,1838.5,2059.1,223.4,62.8,Baseline,run-2026-09-17-01
0jf0rYHfX3RAB3bSIRjmmy,22663,IFCWALLSTANDARDCASE,Basic Wall:Exterior - Brick on Block:184944,Roof,51,Wall,1004.2,1124.7,276.5,82.6,Baseline,run-2026-09-17-01
0jf0rYHfX3RAB3bSIRjmpw,22708,IFCWALLSTANDARDCASE,Basic Wall:Exterior - Brick on Block:185014,Roof,51,Wall,965.4,1081.2,277.6,89.6,Baseline,run-2026-09-17-01
0jf0rYHfX3RAB3bSIRjmoa,22753,IFCWALLSTANDARDCASE,Basic Wall:Exterior - Brick on Block:185064,Roof,51,Wall,673.1,753.9,254.3,66.4,Baseline,run-2026-09-17-01
0jf0rYHfX3RAB3bSIRjmr1,22798,IFCWALLSTANDARDCASE,Basic Wall:Exterior - Brick on Block:185101,Roof,51,Wall,958.6,1073.6,410.8,73.9,Baseline,run-2026-09-17-01
1Eo2$BaHX42AEkDvQQDocD,23162,IFCWINDOW,M_Skylight:1180 x 1170mm:1180 x 1170mm:185337,Roof,51,Window,197.8,221.5,34.5,35.7,Baseline,run-2026-09-17-01
1Eo2$BaHX42AEkDvQQDoy2,23251,IFCWINDOW,M_Skylight:1180 x 1170mm:1180 x 1170mm:185718,Roof,51,Window,183.4,205.4,38.9,11.7,Baseline,run-2026-09-17-01
0kF45Qs8L9PAM9kmb1lT5d,23286,IFCFOOTING,Wall Foundation:Bearing Footing - 900 x 300:186596,T/FDN,47,Wall,801.1,897.2,314.2,45.0,Baseline,run-2026-09-17-01
0kF45Qs8L9PAM9kmb1lT5l,23369,IFCFOOTING,Wall Foundation:Bearing Footing - 900 x 300:186604,T/FDN,47,Wall,973.8,1090.7,322.0,55.1,Baseline,run-2026-09-17-01
0kF45Qs8L9PAM9kmb1lT5t,23408,IFCFOOTING,Wall Foundation:Bearing Footing - 900 x 300:186612,T/FDN,47,Wall,1132.7,1268.6,330.8,65.1,Baseline,run-2026-09-17-01
0kF45Qs8L9PAM9kmb1lT5$,23446,IFCFOOTING,Wall Foundation:Bearing Footing - 900 x 300:186620,T/FDN,47,Wall,1204.9,1349.5,250.8,57.3,Baseline,run-2026-09-17-01
0kF45Qs8L9PAM9kmb1lT2B,23485,IFCFOOTING,Wall Foundation:Bearing Footing - 900 x 300:186632,T/FDN,47,Wall,760.2,851.4,277.5,62.6,Baseline,run-2026-09-17-01
0kF45Qs8L9PAM9kmb1lT2N,23524,IFCFOOTING,Wall Foundation:Bearing Footing - 900 x 300:186644,T/FDN,47,Wall,946.6,1060.2,289.7,54.7,Baseline,run-2026-09-17-01
0kF45Qs8L9PAM9kmb1lT2Z,23562,IFCFOOTING,Wall Foundation:Bearing Footing - 900 x 300:186656,T/FDN,47,Wall,743.5,832.7,301.9,46.8,Baseline,run-2026-09-17-01
3bXiCStxP6Fgxdej$yc5T8,23671,IFCCOVERING,Compound Ceiling:Gypsum Board:187149,Level 1,39,Finish,77.2,86.5,30.1,28.1,Baseline,run-2026-09-17-01
3bXiCStxP6Fgxdej$yc503,23768,IFCCOVERING,Compound Ceiling:Gypsum Board:187462,Level 1,39,Finish,54.2,60.7,80.0,27.7,Baseline,run-2026-09-17-01
3bXiCStxP6Fgxdej$yc50B,23826,IFCCOVERING,Compound Ceiling:Gypsum Board:187470,Level 1,39,Finish,56.6,63.4,95.5,28.8,Baseline,run-2026-09-17-01
3bXiCStxP6Fgxdej$yc50U,23884,IFCCOVERING,Compound Ceiling:Gypsum Board:187483,Level 1,39,Finish,65.7,73.6,114.4,31.0,Baseline,run-2026-09-17-01
3bXiCStxP6Fgxdej$yc50n,23992,IFCCOVERING,Compound Ceiling:Gypsum Board:187508,Level 1,39,Finish,78.9,88.4,48.9,24.2,Baseline,run-2026-09-17-01
3bXiCStxP6Fgxdej$yc52o,24060,IFCCOVERING,Compound Ceiling:Gypsum Board:187639,Level 2,43,Finish,58.5,65.5,51.2,19.3,Baseline,run-2026-09-17-01
3bXiCStxP6Fgxdej$yc554,24128,IFCCOVERING,Compound Ceiling:Gypsum Board:187649,Level 2,43,Finish,56.7,63.5,86.6,17.7,Baseline,run-2026-09-17-01
3bXiCStxP6Fgxdej$yc55E,24186,IFCCOVERING,Compound Ceiling:Gypsum Board:187659,Level 2,43,Finish,61.9,69.3,103.3,32.9,Baseline,run-2026-09-17-01
3bXiCStxP6Fgxdej$yc55M,24268,IFCCOVERING,Compound Ceiling:Gypsum Board:187667,Level 2,43,Finish,48.3,54.1,111.1,36.0,Baseline,run-2026-09-17-01
3bXiCStxP6Fgxdej$yc55U,24326,IFCCOVERING,Compound Ceiling:Gypsum Board:187675,Level 2,43,Finish,82.3,92.2,119.9,40.0,Baseline,run-2026-09-17-01
3bXiCStxP6Fgxdej$yc55c,24408,IFCCOVERING,Compound Ceiling:Gypsum Board:187683,Level 2,43,Finish,46.4,52.0,42.3,34.2,Baseline,run-2026-09-17-01
3bXiCStxP6Fgxdej$yc55k,24476,IFCCOVERING,Compound Ceiling:Gypsum Board:187691,Level 2,43,Finish,49.2,55.1,50.1,38.3,Baseline,run-2026-09-17-01
3bXiCStxP6Fgxdej$yc55m,24544,IFCCOVERING,Compound Ceiling:Gypsum Board:187701,Level 2,43,Finish,59.5,66.6,52.3,26.3,Baseline,run-2026-09-17-01
0iEHWY1$XA8eQeeULq4jZ1,24596,IFCWALLSTANDARDCASE,Basic Wall:Interior - Furring (152 mm Stud):189074,Level 1,39,Wall,934.7,1046.9,331.9,72.1,Baseline,run-2026-09-17-01
0iEHWY1$XA8eQeeULq4j_U,24680,IFCWALLSTANDARDCASE,Basic Wall:Interior - Furring (152 mm Stud):189901,Level 1,39,Wall,661.6,741.0,372.0,83.6,Baseline,run-2026-09-17-01
0iEHWY1$XA8eQeeULq4jpl,24723,IFCWALLSTANDARDCASE,Basic Wall:Interior - Partition (92mm Stud):190140,Level 1,39,Wall,796.6,892.2,412.0,87.0,Baseline,run-2026-09-17-01
0iEHWY1$XA8eQeeULq4jDb,24768,IFCWALLSTANDARDCASE,Basic Wall:Interior - Furring (152 mm Stud):190774,Level 1,39,Wall,709.1,794.2,358.6,77.4,Baseline,run-2026-09-17-01
0iEHWY1$XA8eQeeULq4jE6,24813,IFCWALLSTANDARDCASE,Basic Wall:Interior - Furring (152 mm Stud):190933,Level 1,39,Wall,789.9,884.7,315.3,52.0,Baseline,run-2026-09-17-01
0iEHWY1$XA8eQeeULq4j7w,26941,IFCFURNISHINGELEMENT,M_Upper Cabinet-Double Door-Wall:1000 mm:1000 mm:191401,Level 1,39,Wall,33.9,38.0,366.4,87.5,Baseline,run-2026-09-17-01
0iEHWY1$XA8eQeeULq4jOM,29098,IFCFURNISHINGELEMENT,M_Upper Cabinet-Double Door-Wall:1000 mm:1000 mm:191557,Level 1,39,Wall,38.8,43.5,348.6,53.3,Baseline,run-2026-09-17-01
0iEHWY1$XA8eQeeULq4jQJ,29127,IFCFURNISHINGELEMENT,M_Upper Cabinet-Double Door-Wall:1000 mm:1000 mm:191680,Level 1,39,Wall,52.9,59.2,347.5,46.3,Baseline,run-2026-09-17-01
0iEHWY1$XA8eQeeULq4jTB,31241,IFCFURNISHINGELEMENT,M_Upper Cabinet-Double Door-Wall:1000mm:1000mm:191768,Level 1,39,Wall,49.2,55.1,342.0,57.3,Baseline,run-2026-09-17-01
0iEHWY1$XA8eQeeULq4jJA,31313,IFCFURNISHINGELEMENT,M_Upper Cabinet-Double Door-Wall:1000 mm:1000 mm:192153,Level 1,39,Wall,32.3,36.2,331.9,72.1,Baseline,run-2026-09-17-01
0iEHWY1$XA8eQeeULq4jKO,31342,IFCFURNISHINGELEMENT,M_Upper Cabinet-Double Door-Wall:1000 mm:1000 mm:192331,Level 1,39,Wall,52.0,58.2,346.4,85.3,Baseline,run-2026-09-17-01
0iEHWY1$XA8eQeeULq4jMl,31371,IFCFURNISHINGELEMENT,M_Upper Cabinet-Double Door-Wall:1000 mm:1000 mm:192508,Level 1,39,Wall,42.3,47.4,377.5,72.6,Baseline,run-2026-09-17-01
0iEHWY1$XA8eQeeULq4ien,31400,IFCFURNISHINGELEMENT,M_Upper Cabinet-Double Door-Wall:1000mm:1000mm:192610,Level 1,39,Wall,43.1,48.3,402.0,63.9,Baseline,run-2026-09-17-01
0dxE1Sy6nDqfpDb5vIMNiA,31431,IFCWALLSTANDARDCASE,Basic Wall:Interior - Furring (152 mm Stud):193247,Level 2,43,Wall,888.8,995.5,295.4,77.8,Baseline,run-2026-09-17-01
0dxE1Sy6nDqfpDb5vIMN_Z,31476,IFCWALLSTANDARDCASE,Basic Wall:Interior - Furring (152 mm Stud):194166,Level 2,43,Wall,875.1,980.1,310.9,90.9,Baseline,run-2026-09-17-01
3KMJUyUe9DfQ2FOCd5ZoiN,32063,IFCSTAIRFLIGHT,Stair:Residential - 200mm Max Riser 250mm Tread:198878:1,Level 1,39,Stair,282.6,316.5,143.0,26.8,Baseline,run-2026-09-17-01
01KzA4SPn5IOODwLEb5RNY,32096,IFCMEMBER,Stair:Residential - 200mm Max Riser 250mm Tread:198878:1,Level 1,39,Stair,128.7,144.1,164.0,38.0,Baseline,run-2026-09-17-01
37Fy90kSD2PvviizyM7EKl,32115,IFCMEMBER,Stair:Residential - 200mm Max Riser 250mm Tread:198878:2,Level 1,39,Stair,132.6,148.5,125.3,35.6,Baseline,run-2026-09-17-01
21ldoMpbP4VfsJ0XGY_34d,32116,IFCSTAIR,Stair:Residential - 200mm Max Riser 250mm Tread:198878,Level 1,39,Stair,601.1,673.2,171.8,40.0,Baseline,run-2026-09-17-01
21ldoMpbP4VfsJ0XGY_34P,32346,IFCRAILING,Railing:900mm Handrail Only:198880,Level 1,39,Railing,51.5,57.7,23.8,14.8,Baseline,run-2026-09-17-01
21ldoMpbP4VfsJ0XGY_335,35163,IFCRAILING,Railing:1100mm Guard Rail:198972,Level 1,39,Railing,77.3,86.6,46.0,13.6,Baseline,run-2026-09-17-01
1aj$VJZFn2TxepZUBcKpvt,35199,IFCWALLSTANDARDCASE,Basic Wall:Interior - Partition (92mm Stud):203347,Level 2,43,Wall,718.0,804.2,357.6,51.4,Baseline,run-2026-09-17-01
1aj$VJZFn2TxepZUBcKp$i,35318,IFCDOOR,M_Single-Flush:0762 x 2032mm:0762 x 2032mm:203720,Level 2,43,Other,83.4,93.4,117.3,28.5,Baseline,run-2026-09-17-01
1aj$VJZFn2TxepZUBcKpZw,35357,IFCWALLSTANDARDCASE,Basic Wall:Interior - Partition (92mm Stud):203998,Level 2,43,Wall,578.2,647.6,332.1,60.2,Baseline,run-2026-09-17-01
1aj$VJZFn2TxepZUBcKpac,35413,IFCDOOR,M_Single-Flush:0762 x 2032mm:0762 x 2032mm:204034,Level 2,43,Other,122.7,137.4,61.8,41.0,Baseline,run-2026-09-17-01
1aj$VJZFn2TxepZUBcKpee,35452,IFCWALLSTANDARDCASE,Basic Wall:Interior - Partition (92mm Stud):204300,Level 1,39,Wall,1036.5,1160.9,325.4,57.1,Baseline,run-2026-09-17-01
1aj$VJZFn2TxepZUBcKphf,35497,IFCWALLSTANDARDCASE,Basic Wall:Interior - Partition (92mm Stud):204493,Level 1,39,Wall,764.9,856.7,329.8,85.1,Baseline,run-2026-09-17-01
2gRXFgjRn2HPE$YoDLX0mp,35783,IFCFURNISHINGELEMENT,M_Vanity Cabinet-Double Door Sink Unit:650 x 450 mm:650 x 450 mm:204934,Level 2,43,Door,47.7,53.4,14.2,11.0,Baseline,run-2026-09-17-01
2gRXFgjRn2HPE$YoDLX0q2,35854,IFCFURNISHINGELEMENT,M_Vanity Cabinet-Double Door Sink Unit:650 x 450 mm:650 x 450 mm:205239,Level 2,43,Door,47.1,52.8,18.4,5.4,Baseline,run-2026-09-17-01
2gRXFgjRn2HPE$YoDLX0rb,36125,IFCFURNISHINGELEMENT,M_Vanity Cabinet-Double Door Sink Unit:650 x 450 mm:650 x 450 mm:205264,Level 2,43,Door,39.8,44.6,36.3,12.9,Baseline,run-2026-09-17-01
2gRXFgjRn2HPE$YoDLX0ra,36151,IFCFURNISHINGELEMENT,M_Vanity Cabinet-Double Door Sink Unit:650 x 450 mm:650 x 450 mm:205265,Level 2,43,Door,39.0,43.7,35.2,5.9,Baseline,run-2026-09-17-01
2gRXFgjRn2HPE$YoDLX0vP,36423,IFCFURNISHINGELEMENT,M_Vanity Cabinet-Double Door Sink Unit:450 x 450 mm:450 x 450 mm:205548,Level 1,39,Door,35.6,39.9,22.9,10.7,Baseline,run-2026-09-17-01
2kvhekJrnDjRw0CDkKW$UD,36497,IFCFURNISHINGELEMENT,M_Table-Coffee:0610 x 0610 x 0610mm:0610 x 0610 x 0610mm:206283,Level 2,43,Other,46.0,51.5,54.1,23.0,Baseline,run-2026-09-17-01
2kvhekJrnDjRw0CDkKW$JW,36526,IFCFURNISHINGELEMENT,M_Table-Coffee:0610 x 0610 x 0610mm:0610 x 0610 x 0610mm:206502,Level 2,43,Other,41.0,45.9,62.9,17.0,Baseline,run-2026-09-17-01
2kvhekJrnDjRw0CDkKW$KL,36555,IFCFURNISHINGELEMENT,M_Table-Coffee:0610 x 0610 x 0610mm:0610 x 0610 x 0610mm:206675,Level 2,43,Other,41.3,46.3,52.9,40.9,Baseline,run-2026-09-17-01
2kvhekJrnDjRw0CDkKW$fQ,36584,IFCFURNISHINGELEMENT,M_Table-Coffee:0610 x 0610 x 0610mm:0610 x 0610 x 0610mm:206876,Level 2,43,Other,37.1,41.6,84.1,16.3,Baseline,run-2026-09-17-01
2OrWItJ6zAwBNp0OUxK_l8,36686,IFCBEAM,M_W-Wide Flange:W310X60:W310X60:207325,Level 1,39,Other,277.6,310.9,139.5,27.7,Baseline,run-2026-09-17-01
2OrWItJ6zAwBNp0OUxK$8W,36892,IFCBEAM,M_W-Wide Flange:W410X60:W410X60:208949,Level 1,39,Other,243.1,272.3,59.5,25.9,Baseline,run-2026-09-17-01
2OrWItJ6zAwBNp0OUxK$Bq,37065,IFCBEAM,M_W-Wide Flange:W410X60:W410X60:209121,Level 2,43,Other,222.1,248.8,95.1,29.3,Baseline,run-2026-09-17-01
2OrWItJ6zAwBNp0OUxK$CR,37195,IFCBEAM,M_W-Wide Flange:W410X60:W410X60:209166,Level 2,43,Other,311.7,349.1,65.1,36.0,Baseline,run-2026-09-17-01
2OrWItJ6zAwBNp0OUxK$Dv,37325,IFCBEAM,M_W-Wide Flange:W310X60:W310X60:209260,Level 1,39,Other,286.5,320.9,102.8,16.3,Baseline,run-2026-09-17-01
2OrWItJ6zAwBNp0OUxK$Du,37456,IFCBEAM,M_W-Wide Flange:W410X60:W410X60:209261,Level 1,39,Other,361.2,404.5,101.7,40.3,Baseline,run-2026-09-17-01
2OrWItJ6zAwBNp0OUxK$Dx,37586,IFCBEAM,M_W-Wide Flange:W410X60:W410X60:209262,Level 2,43,Other,323.0,361.8,104.0,30.4,Baseline,run-2026-09-17-01
2OrWItJ6zAwBNp0OUxK$Dw,37716,IFCBEAM,M_W-Wide Flange:W410X60:W410X60:209263,Level 2,43,Other,355.2,397.8,103.9,23.3,Baseline,run-2026-09-17-01
1CZILmCaHETO8tf3SgGEWh,37777,IFCSLAB,Floor:150mm Exterior Slab on Grade:216507,Level 1,39,Floor,3069.5,3437.8,325.4,84.7,Baseline,run-2026-09-17-01
1CZILmCaHETO8tf3SgGEXu,37864,IFCSLAB,Floor:150mm Exterior Slab on Grade:216552,Level 1,39,Floor,1684.3,1886.4,339.8,44.8,Baseline,run-2026-09-17-01
3Y4YRln2r91vflHcHE5IVS,37913,IFCWALLSTANDARDCASE,Basic Wall:Interior - Furring (38 mm Stud):217414,Level 2,43,Wall,942.8,1055.9,398.6,81.8,Baseline,run-2026-09-17-01
3Y4YRln2r91vflHcHE5IVT,37970,IFCWALLSTANDARDCASE,Basic Wall:Interior - Furring (38 mm Stud):217415,Level 2,43,Wall,588.9,659.6,399.7,88.8,Baseline,run-2026-09-17-01
3Y4YRln2r91vflHcHE5IVI,38015,IFCWALLSTANDARDCASE,Basic Wall:Interior - Furring (38 mm Stud):217416,Level 2,43,Wall,934.3,1046.4,388.6,57.7,Baseline,run-2026-09-17-01
3Y4YRln2r91vflHcHE5IVJ,38060,IFCWALLSTANDARDCASE,Basic Wall:Interior - Furring (38 mm Stud):217417,Level 2,43,Wall,874.5,979.4,389.7,64.7,Baseline,run-2026-09-17-01
3Y4YRln2r91vflHcHE5ITp,38105,IFCWALLSTANDARDCASE,Basic Wall:Interior - Furring (38 mm Stud):217577,Level 2,43,Wall,1010.4,1131.6,224.3,86.1,Baseline,run-2026-09-17-01
3Y4YRln2r91vflHcHE5ITm,38150,IFCWALLSTANDARDCASE,Basic Wall:Interior - Furring (38 mm Stud):217578,Level 2,43,Wall,912.3,1021.8,221.0,65.1,Baseline,run-2026-09-17-01
3Y4YRln2r91vflHcHE5ITn,38195,IFCWALLSTANDARDCASE,Basic Wall:Interior - Furring (38 mm Stud):217579,Level 2,43,Wall,976.9,1094.1,222.1,72.1,Baseline,run-2026-09-17-01
3Y4YRln2r91vflHcHE5ITs,38240,IFCWALLSTANDARDCASE,Basic Wall:Interior - Furring (38 mm Stud):217580,Level 2,43,Wall,770.3,862.7,227.6,61.1,Baseline,run-2026-09-17-01
