entityId,psetName,paramName,valueType,paramValue
5731,Pset_NRCEnergyPerformance,ScenarioName,Label,Baseline
5731,Pset_NRCEnergyPerformance,AnalysisRunId,Identifier,run-2026-09-17-01
5775,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A3_kgCO2e,Real,624.7
5775,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A5_kgCO2e,Real,699.7
5775,Pset_NRCEmbodiedCarbon,ScenarioName,Label,Baseline
5775,Pset_NRCEmbodiedCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
5775,Pset_NRCOperationalCarbon,OperationalCarbon_kgCO2e_per_year,Real,335.3
5775,Pset_NRCOperationalCarbon,GridEmissionFactor_kgCO2e_per_kWh,Real,0.11
5775,Pset_NRCOperationalCarbon,ScenarioName,Label,Baseline
5775,Pset_NRCOperationalCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
5775,Pset_NRCEnergyPerformance,EnergyUseIntensity_kWh_per_m2_year,Real,54.2
5775,Pset_NRCEnergyPerformance,ScenarioName,Label,Baseline
5775,Pset_NRCEnergyPerformance,AnalysisRunId,Identifier,run-2026-09-17-01
5859,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A3_kgCO2e,Real,678.1
5859,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A5_kgCO2e,Real,759.5
5859,Pset_NRCEmbodiedCarbon,ScenarioName,Label,Baseline
5859,Pset_NRCEmbodiedCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
5859,Pset_NRCOperationalCarbon,OperationalCarbon_kgCO2e_per_year,Real,292.0
5859,Pset_NRCOperationalCarbon,GridEmissionFactor_kgCO2e_per_kWh,Real,0.11
5859,Pset_NRCOperationalCarbon,ScenarioName,Label,Baseline
5859,Pset_NRCOperationalCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
5859,Pset_NRCEnergyPerformance,EnergyUseIntensity_kWh_per_m2_year,Real,75.8
5859,Pset_NRCEnergyPerformance,ScenarioName,Label,Baseline
5859,Pset_NRCEnergyPerformance,AnalysisRunId,Identifier,run-2026-09-17-01
5903,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A3_kgCO2e,Real,827.4
5903,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A5_kgCO2e,Real,926.7
5903,Pset_NRCEmbodiedCarbon,ScenarioName,Label,Baseline
5903,Pset_NRCEmbodiedCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
5903,Pset_NRCOperationalCarbon,OperationalCarbon_kgCO2e_per_year,Real,318.6
5903,Pset_NRCOperationalCarbon,GridEmissionFactor_kgCO2e_per_kWh,Real,0.11
5903,Pset_NRCOperationalCarbon,ScenarioName,Label,Baseline
5903,Pset_NRCOperationalCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
5903,Pset_NRCEnergyPerformance,EnergyUseIntensity_kWh_per_m2_year,Real,73.0
5903,Pset_NRCEnergyPerformance,ScenarioName,Label,Baseline
5903,Pset_NRCEnergyPerformance,AnalysisRunId,Identifier,run-2026-09-17-01
5948,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A3_kgCO2e,Real,785.7
5948,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A5_kgCO2e,Real,880.0
5948,Pset_NRCEmbodiedCarbon,ScenarioName,Label,Baseline
5948,Pset_NRCEmbodiedCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
5948,Pset_NRCOperationalCarbon,OperationalCarbon_kgCO2e_per_year,Real,315.3
5948,Pset_NRCOperationalCarbon,GridEmissionFactor_kgCO2e_per_kWh,Real,0.11
5948,Pset_NRCOperationalCarbon,ScenarioName,Label,Baseline
5948,Pset_NRCOperationalCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
5948,Pset_NRCEnergyPerformance,EnergyUseIntensity_kWh_per_m2_year,Real,52.0
5948,Pset_NRCEnergyPerformance,ScenarioName,Label,Baseline
5948,Pset_NRCEnergyPerformance,AnalysisRunId,Identifier,run-2026-09-17-01
5992,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A3_kgCO2e,Real,844.6
5992,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A5_kgCO2e,Real,946.0
5992,Pset_NRCEmbodiedCarbon,ScenarioName,Label,Baseline
5992,Pset_NRCEmbodiedCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
5992,Pset_NRCOperationalCarbon,OperationalCarbon_kgCO2e_per_year,Real,255.3
5992,Pset_NRCOperationalCarbon,GridEmissionFactor_kgCO2e_per_kWh,Real,0.11
5992,Pset_NRCOperationalCarbon,ScenarioName,Label,Baseline
5992,Pset_NRCOperationalCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
5992,Pset_NRCEnergyPerformance,EnergyUseIntensity_kWh_per_m2_year,Real,46.4
5992,Pset_NRCEnergyPerformance,ScenarioName,Label,Baseline
5992,Pset_NRCEnergyPerformance,AnalysisRunId,Identifier,run-2026-09-17-01
6036,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A3_kgCO2e,Real,915.6
6036,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A5_kgCO2e,Real,1025.5
6036,Pset_NRCEmbodiedCarbon,ScenarioName,Label,Baseline
6036,Pset_NRCEmbodiedCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
6036,Pset_NRCOperationalCarbon,OperationalCarbon_kgCO2e_per_year,Real,287.5
6036,Pset_NRCOperationalCarbon,GridEmissionFactor_kgCO2e_per_kWh,Real,0.11
6036,Pset_NRCOperationalCarbon,ScenarioName,Label,Baseline
6036,Pset_NRCOperationalCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
6036,Pset_NRCEnergyPerformance,EnergyUseIntensity_kWh_per_m2_year,Real,86.7
6036,Pset_NRCEnergyPerformance,ScenarioName,Label,Baseline
6036,Pset_NRCEnergyPerformance,AnalysisRunId,Identifier,run-2026-09-17-01
6080,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A3_kgCO2e,Real,832.6
6080,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A5_kgCO2e,Real,932.5
6080,Pset_NRCEmbodiedCarbon,ScenarioName,Label,Baseline
6080,Pset_NRCEmbodiedCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
6080,Pset_NRCOperationalCarbon,OperationalCarbon_kgCO2e_per_year,Real,320.8
6080,Pset_NRCOperationalCarbon,GridEmissionFactor_kgCO2e_per_kWh,Real,0.11
6080,Pset_NRCOperationalCarbon,ScenarioName,Label,Baseline
6080,Pset_NRCOperationalCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
6080,Pset_NRCEnergyPerformance,EnergyUseIntensity_kWh_per_m2_year,Real,87.0
6080,Pset_NRCEnergyPerformance,ScenarioName,Label,Baseline
6080,Pset_NRCEnergyPerformance,AnalysisRunId,Identifier,run-2026-09-17-01
6132,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A3_kgCO2e,Real,2277.2
6132,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A5_kgCO2e,Real,2550.5
6132,Pset_NRCEmbodiedCarbon,ScenarioName,Label,Baseline
6132,Pset_NRCEmbodiedCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
6132,Pset_NRCOperationalCarbon,OperationalCarbon_kgCO2e_per_year,Real,211.1
6132,Pset_NRCOperationalCarbon,GridEmissionFactor_kgCO2e_per_kWh,Real,0.11
6132,Pset_NRCOperationalCarbon,ScenarioName,Label,Baseline
6132,Pset_NRCOperationalCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
6132,Pset_NRCEnergyPerformance,EnergyUseIntensity_kWh_per_m2_year,Real,47.4
6132,Pset_NRCEnergyPerformance,ScenarioName,Label,Baseline
6132,Pset_NRCEnergyPerformance,AnalysisRunId,Identifier,run-2026-09-17-01
6247,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A3_kgCO2e,Real,3003.1
6247,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A5_kgCO2e,Real,3363.5
6247,Pset_NRCEmbodiedCarbon,ScenarioName,Label,Baseline
6247,Pset_NRCEmbodiedCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
6247,Pset_NRCOperationalCarbon,OperationalCarbon_kgCO2e_per_year,Real,204.4
6247,Pset_NRCOperationalCarbon,GridEmissionFactor_kgCO2e_per_kWh,Real,0.11
6247,Pset_NRCOperationalCarbon,ScenarioName,Label,Baseline
6247,Pset_NRCOperationalCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
6247,Pset_NRCEnergyPerformance,EnergyUseIntensity_kWh_per_m2_year,Real,44.3
6247,Pset_NRCEnergyPerformance,ScenarioName,Label,Baseline
6247,Pset_NRCEnergyPerformance,AnalysisRunId,Identifier,run-2026-09-17-01
6426,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A3_kgCO2e,Real,199.6
6426,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A5_kgCO2e,Real,223.6
6426,Pset_NRCEmbodiedCarbon,ScenarioName,Label,Baseline
6426,Pset_NRCEmbodiedCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
6426,Pset_NRCOperationalCarbon,OperationalCarbon_kgCO2e_per_year,Real,15.8
6426,Pset_NRCOperationalCarbon,GridEmissionFactor_kgCO2e_per_kWh,Real,0.11
6426,Pset_NRCOperationalCarbon,ScenarioName,Label,Baseline
6426,Pset_NRCOperationalCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
6426,Pset_NRCEnergyPerformance,EnergyUseIntensity_kWh_per_m2_year,Real,26.4
6426,Pset_NRCEnergyPerformance,ScenarioName,Label,Baseline
6426,Pset_NRCEnergyPerformance,AnalysisRunId,Identifier,run-2026-09-17-01
6531,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A3_kgCO2e,Real,190.7
6531,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A5_kgCO2e,Real,213.6
6531,Pset_NRCEmbodiedCarbon,ScenarioName,Label,Baseline
6531,Pset_NRCEmbodiedCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
6531,Pset_NRCOperationalCarbon,OperationalCarbon_kgCO2e_per_year,Real,15.4
6531,Pset_NRCOperationalCarbon,GridEmissionFactor_kgCO2e_per_kWh,Real,0.11
6531,Pset_NRCOperationalCarbon,ScenarioName,Label,Baseline
6531,Pset_NRCOperationalCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
6531,Pset_NRCEnergyPerformance,EnergyUseIntensity_kWh_per_m2_year,Real,10.9
6531,Pset_NRCEnergyPerformance,ScenarioName,Label,Baseline
6531,Pset_NRCEnergyPerformance,AnalysisRunId,Identifier,run-2026-09-17-01
6652,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A3_kgCO2e,Real,110.6
6652,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A5_kgCO2e,Real,123.9
6652,Pset_NRCEmbodiedCarbon,ScenarioName,Label,Baseline
6652,Pset_NRCEmbodiedCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
6652,Pset_NRCOperationalCarbon,OperationalCarbon_kgCO2e_per_year,Real,59.5
6652,Pset_NRCOperationalCarbon,GridEmissionFactor_kgCO2e_per_kWh,Real,0.11
6652,Pset_NRCOperationalCarbon,ScenarioName,Label,Baseline
6652,Pset_NRCOperationalCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
6652,Pset_NRCEnergyPerformance,EnergyUseIntensity_kWh_per_m2_year,Real,25.9
6652,Pset_NRCEnergyPerformance,ScenarioName,Label,Baseline
6652,Pset_NRCEnergyPerformance,AnalysisRunId,Identifier,run-2026-09-17-01
6757,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A3_kgCO2e,Real,91.6
6757,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A5_kgCO2e,Real,102.6
6757,Pset_NRCEmbodiedCarbon,ScenarioName,Label,Baseline
6757,Pset_NRCEmbodiedCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
6757,Pset_NRCOperationalCarbon,OperationalCarbon_kgCO2e_per_year,Real,146.1
6757,Pset_NRCOperationalCarbon,GridEmissionFactor_kgCO2e_per_kWh,Real,0.11
6757,Pset_NRCOperationalCarbon,ScenarioName,Label,Baseline
6757,Pset_NRCOperationalCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
6757,Pset_NRCEnergyPerformance,EnergyUseIntensity_kWh_per_m2_year,Real,43.7
6757,Pset_NRCEnergyPerformance,ScenarioName,Label,Baseline
6757,Pset_NRCEnergyPerformance,AnalysisRunId,Identifier,run-2026-09-17-01
6921,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A3_kgCO2e,Real,179.6
6921,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A5_kgCO2e,Real,201.2
6921,Pset_NRCEmbodiedCarbon,ScenarioName,Label,Baseline
6921,Pset_NRCEmbodiedCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
6921,Pset_NRCOperationalCarbon,OperationalCarbon_kgCO2e_per_year,Real,60.9
6921,Pset_NRCOperationalCarbon,GridEmissionFactor_kgCO2e_per_kWh,Real,0.11
6921,Pset_NRCOperationalCarbon,ScenarioName,Label,Baseline
6921,Pset_NRCOperationalCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
6921,Pset_NRCEnergyPerformance,EnergyUseIntensity_kWh_per_m2_year,Real,13.3
6921,Pset_NRCEnergyPerformance,ScenarioName,Label,Baseline
6921,Pset_NRCEnergyPerformance,AnalysisRunId,Identifier,run-2026-09-17-01
7025,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A3_kgCO2e,Real,169.0
7025,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A5_kgCO2e,Real,189.3
7025,Pset_NRCEmbodiedCarbon,ScenarioName,Label,Baseline
7025,Pset_NRCEmbodiedCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
7025,Pset_NRCOperationalCarbon,OperationalCarbon_kgCO2e_per_year,Real,22.1
7025,Pset_NRCOperationalCarbon,GridEmissionFactor_kgCO2e_per_kWh,Real,0.11
7025,Pset_NRCOperationalCarbon,ScenarioName,Label,Baseline
7025,Pset_NRCOperationalCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
7025,Pset_NRCEnergyPerformance,EnergyUseIntensity_kWh_per_m2_year,Real,33.0
7025,Pset_NRCEnergyPerformance,ScenarioName,Label,Baseline
7025,Pset_NRCEnergyPerformance,AnalysisRunId,Identifier,run-2026-09-17-01
7190,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A3_kgCO2e,Real,143.3
7190,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A5_kgCO2e,Real,160.5
7190,Pset_NRCEmbodiedCarbon,ScenarioName,Label,Baseline
7190,Pset_NRCEmbodiedCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
7190,Pset_NRCOperationalCarbon,OperationalCarbon_kgCO2e_per_year,Real,32.1
7190,Pset_NRCOperationalCarbon,GridEmissionFactor_kgCO2e_per_kWh,Real,0.11
7190,Pset_NRCOperationalCarbon,ScenarioName,Label,Baseline
7190,Pset_NRCOperationalCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
7190,Pset_NRCEnergyPerformance,EnergyUseIntensity_kWh_per_m2_year,Real,25.1
7190,Pset_NRCEnergyPerformance,ScenarioName,Label,Baseline
7190,Pset_NRCEnergyPerformance,AnalysisRunId,Identifier,run-2026-09-17-01
7407,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A3_kgCO2e,Real,123.8
7407,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A5_kgCO2e,Real,138.7
7407,Pset_NRCEmbodiedCarbon,ScenarioName,Label,Baseline
7407,Pset_NRCEmbodiedCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
7407,Pset_NRCOperationalCarbon,OperationalCarbon_kgCO2e_per_year,Real,19.4
7407,Pset_NRCOperationalCarbon,GridEmissionFactor_kgCO2e_per_kWh,Real,0.11
7407,Pset_NRCOperationalCarbon,ScenarioName,Label,Baseline
7407,Pset_NRCOperationalCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
7407,Pset_NRCEnergyPerformance,EnergyUseIntensity_kWh_per_m2_year,Real,22.4
7407,Pset_NRCEnergyPerformance,ScenarioName,Label,Baseline
7407,Pset_NRCEnergyPerformance,AnalysisRunId,Identifier,run-2026-09-17-01
7639,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A3_kgCO2e,Real,162.6
7639,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A5_kgCO2e,Real,182.1
7639,Pset_NRCEmbodiedCarbon,ScenarioName,Label,Baseline
7639,Pset_NRCEmbodiedCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
7639,Pset_NRCOperationalCarbon,OperationalCarbon_kgCO2e_per_year,Real,26.5
7639,Pset_NRCOperationalCarbon,GridEmissionFactor_kgCO2e_per_kWh,Real,0.11
7639,Pset_NRCOperationalCarbon,ScenarioName,Label,Baseline
7639,Pset_NRCOperationalCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
7639,Pset_NRCEnergyPerformance,EnergyUseIntensity_kWh_per_m2_year,Real,35.0
7639,Pset_NRCEnergyPerformance,ScenarioName,Label,Baseline
7639,Pset_NRCEnergyPerformance,AnalysisRunId,Identifier,run-2026-09-17-01
7743,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A3_kgCO2e,Real,128.1
7743,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A5_kgCO2e,Real,143.5
7743,Pset_NRCEmbodiedCarbon,ScenarioName,Label,Baseline
7743,Pset_NRCEmbodiedCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
7743,Pset_NRCOperationalCarbon,OperationalCarbon_kgCO2e_per_year,Real,42.1
7743,Pset_NRCOperationalCarbon,GridEmissionFactor_kgCO2e_per_kWh,Real,0.11
7743,Pset_NRCOperationalCarbon,ScenarioName,Label,Baseline
7743,Pset_NRCOperationalCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
7743,Pset_NRCEnergyPerformance,EnergyUseIntensity_kWh_per_m2_year,Real,17.2
7743,Pset_NRCEnergyPerformance,ScenarioName,Label,Baseline
7743,Pset_NRCEnergyPerformance,AnalysisRunId,Identifier,run-2026-09-17-01
7795,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A3_kgCO2e,Real,145.6
7795,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A5_kgCO2e,Real,163.1
7795,Pset_NRCEmbodiedCarbon,ScenarioName,Label,Baseline
7795,Pset_NRCEmbodiedCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
7795,Pset_NRCOperationalCarbon,OperationalCarbon_kgCO2e_per_year,Real,47.6
7795,Pset_NRCOperationalCarbon,GridEmissionFactor_kgCO2e_per_kWh,Real,0.11
7795,Pset_NRCOperationalCarbon,ScenarioName,Label,Baseline
7795,Pset_NRCOperationalCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
7795,Pset_NRCEnergyPerformance,EnergyUseIntensity_kWh_per_m2_year,Real,26.2
7795,Pset_NRCEnergyPerformance,ScenarioName,Label,Baseline
7795,Pset_NRCEnergyPerformance,AnalysisRunId,Identifier,run-2026-09-17-01
7847,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A3_kgCO2e,Real,154.8
7847,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A5_kgCO2e,Real,173.4
7847,Pset_NRCEmbodiedCarbon,ScenarioName,Label,Baseline
7847,Pset_NRCEmbodiedCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
7847,Pset_NRCOperationalCarbon,OperationalCarbon_kgCO2e_per_year,Real,47.0
7847,Pset_NRCOperationalCarbon,GridEmissionFactor_kgCO2e_per_kWh,Real,0.11
7847,Pset_NRCOperationalCarbon,ScenarioName,Label,Baseline
7847,Pset_NRCOperationalCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
7847,Pset_NRCEnergyPerformance,EnergyUseIntensity_kWh_per_m2_year,Real,16.8
7847,Pset_NRCEnergyPerformance,ScenarioName,Label,Baseline
7847,Pset_NRCEnergyPerformance,AnalysisRunId,Identifier,run-2026-09-17-01
7899,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A3_kgCO2e,Real,144.7
7899,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A5_kgCO2e,Real,162.1
7899,Pset_NRCEmbodiedCarbon,ScenarioName,Label,Baseline
7899,Pset_NRCEmbodiedCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
7899,Pset_NRCOperationalCarbon,OperationalCarbon_kgCO2e_per_year,Real,37.0
7899,Pset_NRCOperationalCarbon,GridEmissionFactor_kgCO2e_per_kWh,Real,0.11
7899,Pset_NRCOperationalCarbon,ScenarioName,Label,Baseline
7899,Pset_NRCOperationalCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
7899,Pset_NRCEnergyPerformance,EnergyUseIntensity_kWh_per_m2_year,Real,24.7
7899,Pset_NRCEnergyPerformance,ScenarioName,Label,Baseline
7899,Pset_NRCEnergyPerformance,AnalysisRunId,Identifier,run-2026-09-17-01
7951,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A3_kgCO2e,Real,161.7
7951,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A5_kgCO2e,Real,181.1
7951,Pset_NRCEmbodiedCarbon,ScenarioName,Label,Baseline
7951,Pset_NRCEmbodiedCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
7951,Pset_NRCOperationalCarbon,OperationalCarbon_kgCO2e_per_year,Real,44.7
7951,Pset_NRCOperationalCarbon,GridEmissionFactor_kgCO2e_per_kWh,Real,0.11
7951,Pset_NRCOperationalCarbon,ScenarioName,Label,Baseline
7951,Pset_NRCOperationalCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
7951,Pset_NRCEnergyPerformance,EnergyUseIntensity_kWh_per_m2_year,Real,21.7
7951,Pset_NRCEnergyPerformance,ScenarioName,Label,Baseline
7951,Pset_NRCEnergyPerformance,AnalysisRunId,Identifier,run-2026-09-17-01
8066,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A3_kgCO2e,Real,88.7
8066,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A5_kgCO2e,Real,99.3
8066,Pset_NRCEmbodiedCarbon,ScenarioName,Label,Baseline
8066,Pset_NRCEmbodiedCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
8066,Pset_NRCOperationalCarbon,OperationalCarbon_kgCO2e_per_year,Real,54.0
8066,Pset_NRCOperationalCarbon,GridEmissionFactor_kgCO2e_per_kWh,Real,0.11
8066,Pset_NRCOperationalCarbon,ScenarioName,Label,Baseline
8066,Pset_NRCOperationalCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
8066,Pset_NRCEnergyPerformance,EnergyUseIntensity_kWh_per_m2_year,Real,21.9
8066,Pset_NRCEnergyPerformance,ScenarioName,Label,Baseline
8066,Pset_NRCEnergyPerformance,AnalysisRunId,Identifier,run-2026-09-17-01
8169,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A3_kgCO2e,Real,104.7
8169,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A5_kgCO2e,Real,117.3
8169,Pset_NRCEmbodiedCarbon,ScenarioName,Label,Baseline
8169,Pset_NRCEmbodiedCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
8169,Pset_NRCOperationalCarbon,OperationalCarbon_kgCO2e_per_year,Real,146.1
8169,Pset_NRCOperationalCarbon,GridEmissionFactor_kgCO2e_per_kWh,Real,0.11
8169,Pset_NRCOperationalCarbon,ScenarioName,Label,Baseline
8169,Pset_NRCOperationalCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
8169,Pset_NRCEnergyPerformance,EnergyUseIntensity_kWh_per_m2_year,Real,43.7
8169,Pset_NRCEnergyPerformance,ScenarioName,Label,Baseline
8169,Pset_NRCEnergyPerformance,AnalysisRunId,Identifier,run-2026-09-17-01
8283,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A3_kgCO2e,Real,109.3
8283,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A5_kgCO2e,Real,122.4
8283,Pset_NRCEmbodiedCarbon,ScenarioName,Label,Baseline
8283,Pset_NRCEmbodiedCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
8283,Pset_NRCOperationalCarbon,OperationalCarbon_kgCO2e_per_year,Real,53.9
8283,Pset_NRCOperationalCarbon,GridEmissionFactor_kgCO2e_per_kWh,Real,0.11
8283,Pset_NRCOperationalCarbon,ScenarioName,Label,Baseline
8283,Pset_NRCOperationalCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
8283,Pset_NRCEnergyPerformance,EnergyUseIntensity_kWh_per_m2_year,Real,45.8
8283,Pset_NRCEnergyPerformance,ScenarioName,Label,Baseline
8283,Pset_NRCEnergyPerformance,AnalysisRunId,Identifier,run-2026-09-17-01
8386,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A3_kgCO2e,Real,94.1
8386,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A5_kgCO2e,Real,105.4
8386,Pset_NRCEmbodiedCarbon,ScenarioName,Label,Baseline
8386,Pset_NRCEmbodiedCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
8386,Pset_NRCOperationalCarbon,OperationalCarbon_kgCO2e_per_year,Real,85.1
8386,Pset_NRCOperationalCarbon,GridEmissionFactor_kgCO2e_per_kWh,Real,0.11
8386,Pset_NRCOperationalCarbon,ScenarioName,Label,Baseline
8386,Pset_NRCOperationalCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
8386,Pset_NRCEnergyPerformance,EnergyUseIntensity_kWh_per_m2_year,Real,21.2
8386,Pset_NRCEnergyPerformance,ScenarioName,Label,Baseline
8386,Pset_NRCEnergyPerformance,AnalysisRunId,Identifier,run-2026-09-17-01
8970,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A3_kgCO2e,Real,243.6
8970,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A5_kgCO2e,Real,272.8
8970,Pset_NRCEmbodiedCarbon,ScenarioName,Label,Baseline
8970,Pset_NRCEmbodiedCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
8970,Pset_NRCOperationalCarbon,OperationalCarbon_kgCO2e_per_year,Real,168.5
8970,Pset_NRCOperationalCarbon,GridEmissionFactor_kgCO2e_per_kWh,Real,0.11
8970,Pset_NRCOperationalCarbon,ScenarioName,Label,Baseline
8970,Pset_NRCOperationalCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
8970,Pset_NRCEnergyPerformance,EnergyUseIntensity_kWh_per_m2_year,Real,45.0
8970,Pset_NRCEnergyPerformance,ScenarioName,Label,Baseline
8970,Pset_NRCEnergyPerformance,AnalysisRunId,Identifier,run-2026-09-17-01
9002,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A3_kgCO2e,Real,130.1
9002,Pset_NRCEmbodiedCarbon,EmbodiedCarbon_A1A5_kgCO2e,Real,145.7
9002,Pset_NRCEmbodiedCarbon,ScenarioName,Label,Baseline
9002,Pset_NRCEmbodiedCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
9002,Pset_NRCOperationalCarbon,OperationalCarbon_kgCO2e_per_year,Real,96.5
9002,Pset_NRCOperationalCarbon,GridEmissionFactor_kgCO2e_per_kWh,Real,0.11
9002,Pset_NRCOperationalCarbon,ScenarioName,Label,Baseline
9002,Pset_NRCOperationalCarbon,AnalysisRunId,Identifier,run-2026-09-17-01
